"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes"
"idBank";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";""
"Mises à jour";"04/04/2025 08:45";"";"05/03/2025 08:45";"";"05/02/2025 08:45";"";"10/01/2025 08:45";"";"05/12/2024 08:45";"";"05/11/2024 08:45";"";"04/10/2024 08:45";"";"06/09/2024 08:45";"";"02/08/2024 08:45";"";"05/07/2024 08:45";"";"05/06/2024 08:45";"";"03/05/2024 08:45";"";"05/04/2024 08:45";"";"05/03/2024 08:45";""
"Période";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2019-10";"112.58";"A";"112.12";"A";"105.49";"A";"105.46";"A";"105.25";"A";"105.56";"A";"105.54";"A";"105.62";"A";"105.42";"A";"105.4";"A";"105.09";"A";"105.47";"A";"105.42";"A";"105.73";"A"
"2019-09";"100.61";"A";"100.61";"A";"95.14";"A";"95.16";"A";"95.18";"A";"95.12";"A";"95.13";"A";"95.24";"A";"95.33";"A";"95.31";"A";"95.32";"A";"95.22";"A";"95.23";"A";"95.31";"A"
"2019-08";"100.52";"A";"100.52";"A";"94.9";"A";"94.92";"A";"94.97";"A";"94.89";"A";"94.91";"A";"95.04";"A";"95.16";"A";"95.12";"A";"95.12";"A";"94.96";"A";"94.99";"A";"95.07";"A"
"2019-07";"104.74";"A";"104.6";"A";"98.53";"A";"98.53";"A";"98.51";"A";"98.42";"A";"98.28";"A";"96.93";"A";"96.51";"A";"96.45";"A";"96.4";"A";"96.78";"A";"96.8";"A";"96.71";"A"
"2019-06";"94.39";"A";"94.6";"A";"89.93";"A";"89.97";"A";"90.2";"A";"90.03";"A";"90.08";"A";"90.42";"A";"90.8";"A";"90.73";"A";"90.82";"A";"90.26";"A";"90.33";"A";"90.32";"A"
"2019-05";"108.27";"A";"108.45";"A";"101.37";"A";"101.38";"A";"101.34";"A";"101.32";"A";"101.31";"A";"101.36";"A";"101.41";"A";"101.44";"A";"101.57";"A";"101.61";"A";"101.64";"A";"101.52";"A"
"2019-04";"108.02";"A";"108.1";"A";"101.51";"A";"101.52";"A";"101.45";"A";"101.47";"A";"101.47";"A";"101.5";"A";"101.49";"A";"101.52";"A";"101.53";"A";"101.78";"A";"101.8";"A";"101.81";"A"
"2019-03";"107.94";"A";"107.94";"A";"100.7";"A";"100.71";"A";"100.75";"A";"100.68";"A";"100.69";"A";"100.8";"A";"100.89";"A";"100.9";"A";"100.91";"A";"100.74";"A";"100.79";"A";"100.84";"A"
"2019-02";"100.21";"A";"100.24";"A";"93.63";"A";"93.63";"A";"93.62";"A";"93.62";"A";"93.62";"A";"93.7";"A";"93.73";"A";"93.73";"A";"93.74";"A";"93.72";"A";"93.73";"A";"93.78";"A"
"2019-01";"100.57";"A";"101.19";"A";"93.34";"A";"93.41";"A";"93.43";"A";"93.37";"A";"93.38";"A";"93.56";"A";"93.58";"A";"93.67";"A";"93.6";"A";"93.65";"A";"93.58";"A";"93.38";"A"
"2018-12";"105.94";"A";"105.81";"A";"99.24";"A";"99.15";"A";"99.25";"A";"99.16";"A";"99.2";"A";"99.29";"A";"99.52";"A";"99.45";"A";"99.53";"A";"99.15";"A";"99.18";"A";"99.08";"A"
"2018-11";"103.04";"A";"103.08";"A";"95.77";"A";"95.78";"A";"95.71";"A";"95.75";"A";"95.74";"A";"95.73";"A";"95.67";"A";"95.7";"A";"95.72";"A";"95.8";"A";"95.8";"A";"95.83";"A"
"2018-10";"111.47";"A";"111.05";"A";"101.95";"A";"101.92";"A";"101.73";"A";"101.95";"A";"101.93";"A";"101.95";"A";"101.73";"A";"101.73";"A";"101.42";"A";"101.79";"A";"101.75";"A";"102.06";"A"
"2018-09";"103.11";"A";"103.08";"A";"95.67";"A";"95.68";"A";"95.78";"A";"95.67";"A";"95.69";"A";"95.78";"A";"95.97";"A";"95.91";"A";"95.91";"A";"95.66";"A";"95.7";"A";"95.75";"A"
"2018-08";"100.5";"A";"100.55";"A";"91.97";"A";"91.97";"A";"91.95";"A";"91.96";"A";"91.96";"A";"91.98";"A";"91.98";"A";"91.97";"A";"91.98";"A";"91.99";"A";"92.0";"A";"92.02";"A"
"2018-07";"100.05";"A";"99.94";"A";"91.27";"A";"91.27";"A";"91.32";"A";"91.2";"A";"91.12";"A";"90.31";"A";"90.15";"A";"90.09";"A";"90.04";"A";"90.16";"A";"90.19";"A";"90.16";"A"
"2018-06";"102.87";"A";"103.15";"A";"93.91";"A";"93.95";"A";"94.03";"A";"93.99";"A";"94.01";"A";"94.22";"A";"94.37";"A";"94.37";"A";"94.49";"A";"94.22";"A";"94.26";"A";"94.19";"A"
"2018-05";"94.68";"A";"94.87";"A";"85.37";"A";"85.37";"A";"85.41";"A";"85.34";"A";"85.35";"A";"85.4";"A";"85.53";"A";"85.52";"A";"85.65";"A";"85.54";"A";"85.57";"A";"85.43";"A"
"2018-04";"102.83";"A";"102.9";"A";"92.22";"A";"92.22";"A";"92.19";"A";"92.18";"A";"92.19";"A";"92.2";"A";"92.25";"A";"92.25";"A";"92.25";"A";"92.39";"A";"92.4";"A";"92.39";"A"
"2018-03";"103.64";"A";"103.68";"A";"90.62";"A";"90.63";"A";"90.57";"A";"90.59";"A";"90.58";"A";"90.61";"A";"90.5";"A";"90.58";"A";"90.59";"A";"90.65";"A";"90.67";"A";"90.67";"A"
"2018-02";"112.23";"A";"112.27";"A";"98.32";"A";"98.32";"A";"98.31";"A";"98.3";"A";"98.3";"A";"98.36";"A";"98.38";"A";"98.38";"A";"98.39";"A";"98.36";"A";"98.37";"A";"98.38";"A"
"2018-01";"107.11";"A";"107.37";"A";"92.53";"A";"92.55";"A";"92.51";"A";"92.51";"A";"92.51";"A";"92.56";"A";"92.59";"A";"92.62";"A";"92.61";"A";"92.68";"A";"92.65";"A";"92.58";"A"
"2017-12";"118.63";"A";"118.62";"A";"103.45";"A";"103.45";"A";"103.63";"A";"103.45";"A";"103.48";"A";"103.58";"A";"103.89";"A";"103.79";"A";"103.78";"A";"103.36";"A";"103.41";"A";"103.45";"A"
"2017-11";"115.71";"A";"115.78";"A";"98.04";"A";"98.04";"A";"97.97";"A";"98.01";"A";"98.0";"A";"97.96";"A";"97.88";"A";"97.91";"A";"97.93";"A";"98.02";"A";"98.02";"A";"98.02";"A"
"2017-10";"110.32";"A";"109.97";"A";"91.87";"A";"91.84";"A";"91.76";"A";"91.87";"A";"91.85";"A";"91.89";"A";"91.8";"A";"91.77";"A";"91.52";"A";"91.67";"A";"91.65";"A";"91.9";"A"
"2017-09";"114.7";"A";"114.73";"A";"96.03";"A";"96.03";"A";"96.06";"A";"96.02";"A";"96.02";"A";"96.03";"A";"96.08";"A";"96.07";"A";"96.08";"A";"95.99";"A";"96.01";"A";"96.02";"A"
"2017-08";"108.94";"A";"109.0";"A";"93.21";"A";"93.2";"A";"93.22";"A";"93.2";"A";"93.21";"A";"93.21";"A";"93.21";"A";"93.19";"A";"93.19";"A";"93.16";"A";"93.18";"A";"93.14";"A"
"2017-07";"111.62";"A";"111.52";"A";"94.2";"A";"94.19";"A";"94.4";"A";"94.19";"A";"94.18";"A";"93.95";"A";"94.14";"A";"94.04";"A";"93.98";"A";"93.71";"A";"93.76";"A";"93.81";"A"
"2017-06";"112.24";"A";"112.45";"A";"92.98";"A";"93.01";"A";"93.07";"A";"93.03";"A";"93.05";"A";"93.16";"A";"93.26";"A";"93.26";"A";"93.34";"A";"93.15";"A";"93.18";"A";"93.12";"A"
"2017-05";"108.07";"A";"108.31";"A";"89.92";"A";"89.93";"A";"89.88";"A";"89.89";"A";"89.88";"A";"89.84";"A";"89.81";"A";"89.84";"A";"89.99";"A";"90.07";"A";"90.08";"A";"89.92";"A"
"2017-04";"105.21";"A";"105.26";"A";"88.11";"A";"88.11";"A";"88.11";"A";"88.07";"A";"88.07";"A";"88.07";"A";"88.17";"A";"88.14";"A";"88.13";"A";"88.17";"A";"88.18";"A";"88.18";"A"
"2017-03";"123.66";"A";"123.74";"A";"100.46";"A";"100.47";"A";"100.32";"A";"100.42";"A";"100.39";"A";"100.35";"A";"100.09";"A";"100.21";"A";"100.22";"A";"100.48";"A";"100.47";"A";"100.47";"A"
"2017-02";"110.08";"A";"110.12";"A";"91.36";"A";"91.36";"A";"91.36";"A";"91.34";"A";"91.34";"A";"91.36";"A";"91.38";"A";"91.38";"A";"91.38";"A";"91.34";"A";"91.36";"A";"91.37";"A"
"2017-01";"107.0";"A";"107.11";"A";"88.71";"A";"88.72";"A";"88.68";"A";"88.69";"A";"88.68";"A";"88.69";"A";"88.72";"A";"88.73";"A";"88.72";"A";"88.77";"A";"88.75";"A";"88.72";"A"
"2016-12";"105.25";"A";"105.28";"A";"88.8";"A";"88.8";"A";"88.83";"A";"88.78";"A";"88.78";"A";"88.79";"A";"88.87";"A";"88.85";"A";"88.84";"A";"88.73";"A";"88.75";"A";"88.78";"A"
"2016-11";"109.8";"A";"109.83";"A";"92.46";"A";"92.46";"A";"92.47";"A";"92.44";"A";"92.44";"A";"92.43";"A";"92.45";"A";"92.45";"A";"92.45";"A";"92.41";"A";"92.43";"A";"92.44";"A"
"2016-10";"102.05";"A";"102.08";"A";"86.26";"A";"86.25";"A";"86.29";"A";"86.27";"A";"86.28";"A";"86.33";"A";"86.41";"A";"86.36";"A";"86.19";"A";"86.1";"A";"86.11";"A";"86.28";"A"
"2016-09";"105.51";"A";"105.54";"A";"89.34";"A";"89.34";"A";"89.3";"A";"89.32";"A";"89.31";"A";"89.26";"A";"89.21";"A";"89.24";"A";"89.24";"A";"89.3";"A";"89.31";"A";"89.31";"A"
"2016-08";"77.42";"A";"77.45";"A";"66.96";"A";"66.95";"A";"66.99";"A";"66.96";"A";"66.97";"A";"66.97";"A";"66.98";"A";"66.96";"A";"66.94";"A";"66.89";"A";"66.91";"A";"66.87";"A"
"2016-07";"119.72";"A";"119.76";"A";"102.77";"A";"102.77";"A";"102.93";"A";"102.77";"A";"102.79";"A";"102.84";"A";"103.08";"A";"103.0";"A";"102.98";"A";"102.67";"A";"102.72";"A";"102.74";"A"
"2016-06";"105.11";"A";"105.14";"A";"89.67";"A";"89.68";"A";"89.65";"A";"89.68";"A";"89.67";"A";"89.67";"A";"89.62";"A";"89.66";"A";"89.71";"A";"89.74";"A";"89.74";"A";"89.71";"A"
"2016-05";"104.31";"A";"104.34";"A";"89.27";"A";"89.27";"A";"89.21";"A";"89.24";"A";"89.22";"A";"89.16";"A";"89.1";"A";"89.13";"A";"89.24";"A";"89.34";"A";"89.35";"A";"89.24";"A"
"2016-04";"96.5";"A";"96.53";"A";"81.93";"A";"81.94";"A";"81.72";"A";"81.85";"A";"81.82";"A";"81.67";"A";"81.5";"A";"81.55";"A";"81.56";"A";"81.97";"A";"81.94";"A";"81.92";"A"
"2016-03";"103.64";"A";"103.67";"A";"87.89";"A";"87.9";"A";"87.84";"A";"87.87";"A";"87.85";"A";"87.83";"A";"87.68";"A";"87.75";"A";"87.75";"A";"87.88";"A";"87.88";"A";"87.88";"A"
"2016-02";"99.69";"A";"99.72";"A";"85.19";"A";"85.19";"A";"85.19";"A";"85.17";"A";"85.17";"A";"85.16";"A";"85.17";"A";"85.17";"A";"85.16";"A";"85.16";"A";"85.17";"A";"85.18";"A"
"2016-01";"104.86";"A";"104.89";"A";"89.86";"A";"89.86";"A";"90.01";"A";"89.87";"A";"89.88";"A";"89.96";"A";"90.23";"A";"90.15";"A";"90.12";"A";"89.8";"A";"89.83";"A";"89.86";"A"
"2015-12";"98.34";"A";"98.37";"A";"83.92";"A";"83.93";"A";"83.94";"A";"83.91";"A";"83.91";"A";"83.91";"A";"83.96";"A";"83.95";"A";"83.94";"A";"83.88";"A";"83.9";"A";"83.92";"A"
"2015-11";"92.0";"A";"92.03";"A";"78.22";"A";"78.22";"A";"78.22";"A";"78.21";"A";"78.21";"A";"78.2";"A";"78.21";"A";"78.21";"A";"78.2";"A";"78.2";"A";"78.2";"A";"78.21";"A"
"2015-10";"95.89";"A";"95.92";"A";"81.39";"A";"81.4";"A";"81.4";"A";"81.39";"A";"81.39";"A";"81.4";"A";"81.43";"A";"81.42";"A";"81.37";"A";"81.33";"A";"81.34";"A";"81.41";"A"
"2015-09";"97.81";"A";"97.84";"A";"82.79";"A";"82.79";"A";"82.76";"A";"82.77";"A";"82.77";"A";"82.74";"A";"82.69";"A";"82.71";"A";"82.71";"A";"82.78";"A";"82.78";"A";"82.78";"A"
"2015-08";"97.57";"A";"97.6";"A";"83.78";"A";"83.77";"A";"83.92";"A";"83.8";"A";"83.83";"A";"83.91";"A";"84.06";"A";"83.98";"A";"83.95";"A";"83.71";"A";"83.75";"A";"83.71";"A"
"2015-07";"89.59";"A";"89.62";"A";"75.92";"A";"75.92";"A";"75.92";"A";"75.9";"A";"75.9";"A";"75.88";"A";"75.89";"A";"75.89";"A";"75.89";"A";"75.89";"A";"75.9";"A";"75.9";"A"
"2015-06";"87.74";"A";"87.77";"A";"73.9";"A";"73.9";"A";"73.84";"A";"73.88";"A";"73.87";"A";"73.82";"A";"73.73";"A";"73.77";"A";"73.78";"A";"73.89";"A";"73.89";"A";"73.89";"A"
"2015-05";"89.04";"A";"89.07";"A";"76.01";"A";"76.01";"A";"76.18";"A";"76.03";"A";"76.05";"A";"76.12";"A";"76.39";"A";"76.31";"A";"76.34";"A";"75.99";"A";"76.04";"A";"76.01";"A"
"2015-04";"99.02";"A";"99.05";"A";"83.05";"A";"83.05";"A";"82.82";"A";"82.96";"A";"82.93";"A";"82.78";"A";"82.6";"A";"82.65";"A";"82.67";"A";"83.09";"A";"83.06";"A";"83.04";"A"
"2015-03";"83.04";"A";"83.07";"A";"69.59";"A";"69.6";"A";"69.55";"A";"69.58";"A";"69.57";"A";"69.55";"A";"69.43";"A";"69.49";"A";"69.49";"A";"69.59";"A";"69.59";"A";"69.59";"A"
"2015-02";"83.74";"A";"83.77";"A";"70.86";"A";"70.87";"A";"70.89";"A";"70.86";"A";"70.86";"A";"70.87";"A";"70.92";"A";"70.91";"A";"70.9";"A";"70.83";"A";"70.85";"A";"70.86";"A"
"2015-01";"86.95";"A";"86.97";"A";"73.67";"A";"73.67";"A";"73.74";"A";"73.66";"A";"73.67";"A";"73.71";"A";"73.86";"A";"73.82";"A";"73.8";"A";"73.63";"A";"73.65";"A";"73.66";"A"
"2014-12";"83.08";"A";"83.11";"A";"70.35";"A";"70.35";"A";"70.35";"A";"70.34";"A";"70.34";"A";"70.33";"A";"70.33";"A";"70.33";"A";"70.32";"A";"70.32";"A";"70.33";"A";"70.35";"A"
"2014-11";"79.31";"A";"79.33";"A";"67.43";"A";"67.43";"A";"67.5";"A";"67.43";"A";"67.44";"A";"67.47";"A";"67.59";"A";"67.55";"A";"67.54";"A";"67.38";"A";"67.41";"A";"67.43";"A"
"2014-10";"84.2";"A";"84.23";"A";"71.24";"A";"71.24";"A";"71.19";"A";"71.22";"A";"71.21";"A";"71.18";"A";"71.12";"A";"71.14";"A";"71.14";"A";"71.23";"A";"71.22";"A";"71.23";"A"
"2014-09";"76.74";"A";"76.77";"A";"64.99";"A";"64.99";"A";"64.96";"A";"64.98";"A";"64.97";"A";"64.95";"A";"64.9";"A";"64.92";"A";"64.92";"A";"64.98";"A";"64.98";"A";"64.98";"A"
"2014-08";"90.04";"A";"90.07";"A";"77.48";"A";"77.47";"A";"77.69";"A";"77.51";"A";"77.54";"A";"77.66";"A";"77.93";"A";"77.81";"A";"77.78";"A";"77.39";"A";"77.44";"A";"77.42";"A"
"2014-07";"84.09";"A";"84.12";"A";"71.46";"A";"71.46";"A";"71.47";"A";"71.45";"A";"71.45";"A";"71.44";"A";"71.45";"A";"71.45";"A";"71.45";"A";"71.44";"A";"71.45";"A";"71.45";"A"
"2014-06";"81.33";"A";"81.36";"A";"69.33";"A";"69.33";"A";"69.41";"A";"69.33";"A";"69.34";"A";"69.38";"A";"69.5";"A";"69.47";"A";"69.46";"A";"69.29";"A";"69.31";"A";"69.33";"A"
"2014-05";"84.08";"A";"84.1";"A";"71.36";"A";"71.36";"A";"71.38";"A";"71.35";"A";"71.35";"A";"71.35";"A";"71.38";"A";"71.38";"A";"71.38";"A";"71.34";"A";"71.35";"A";"71.35";"A"
"2014-04";"89.1";"A";"89.12";"A";"75.0";"A";"75.0";"A";"74.76";"A";"74.91";"A";"74.88";"A";"74.72";"A";"74.54";"A";"74.59";"A";"74.61";"A";"75.05";"A";"75.01";"A";"74.99";"A"
"2014-03";"77.85";"A";"77.87";"A";"66.1";"A";"66.1";"A";"66.16";"A";"66.1";"A";"66.11";"A";"66.13";"A";"66.19";"A";"66.18";"A";"66.18";"A";"66.07";"A";"66.09";"A";"66.1";"A"
"2014-02";"77.37";"A";"77.39";"A";"65.8";"A";"65.81";"A";"65.84";"A";"65.8";"A";"65.8";"A";"65.82";"A";"65.86";"A";"65.85";"A";"65.85";"A";"65.78";"A";"65.79";"A";"65.8";"A"
"2014-01";"82.93";"A";"82.95";"A";"70.3";"A";"70.3";"A";"70.29";"A";"70.29";"A";"70.28";"A";"70.28";"A";"70.29";"A";"70.3";"A";"70.29";"A";"70.29";"A";"70.29";"A";"70.29";"A"
"2013-12";"86.3";"A";"86.33";"A";"73.43";"A";"73.43";"A";"73.49";"A";"73.43";"A";"73.44";"A";"73.46";"A";"73.54";"A";"73.52";"A";"73.51";"A";"73.4";"A";"73.42";"A";"73.43";"A"
"2013-11";"90.83";"A";"90.86";"A";"77.33";"A";"77.34";"A";"77.42";"A";"77.34";"A";"77.35";"A";"77.38";"A";"77.5";"A";"77.47";"A";"77.46";"A";"77.29";"A";"77.32";"A";"77.33";"A"
"2013-10";"89.7";"A";"89.73";"A";"75.95";"A";"75.95";"A";"75.91";"A";"75.93";"A";"75.92";"A";"75.89";"A";"75.83";"A";"75.86";"A";"75.86";"A";"75.94";"A";"75.94";"A";"75.94";"A"
"2013-09";"86.19";"A";"86.22";"A";"73.23";"A";"73.23";"A";"73.27";"A";"73.23";"A";"73.23";"A";"73.24";"A";"73.31";"A";"73.29";"A";"73.28";"A";"73.2";"A";"73.22";"A";"73.23";"A"
"2013-08";"82.69";"A";"82.72";"A";"70.93";"A";"70.93";"A";"71.06";"A";"70.95";"A";"70.97";"A";"71.04";"A";"71.2";"A";"71.13";"A";"71.1";"A";"70.87";"A";"70.91";"A";"70.89";"A"
"2013-07";"88.02";"A";"88.05";"A";"74.47";"A";"74.48";"A";"74.39";"A";"74.45";"A";"74.43";"A";"74.38";"A";"74.25";"A";"74.3";"A";"74.3";"A";"74.47";"A";"74.46";"A";"74.46";"A"
"2013-06";"88.19";"A";"88.22";"A";"75.04";"A";"75.04";"A";"75.11";"A";"75.04";"A";"75.05";"A";"75.08";"A";"75.18";"A";"75.15";"A";"75.14";"A";"75.01";"A";"75.03";"A";"75.04";"A"
"2013-05";"88.01";"A";"88.04";"A";"74.67";"A";"74.67";"A";"74.7";"A";"74.67";"A";"74.67";"A";"74.67";"A";"74.71";"A";"74.7";"A";"74.7";"A";"74.65";"A";"74.66";"A";"74.67";"A"
"2013-04";"80.1";"A";"80.13";"A";"67.44";"A";"67.45";"A";"67.24";"A";"67.38";"A";"67.35";"A";"67.21";"A";"67.05";"A";"67.1";"A";"67.12";"A";"67.48";"A";"67.45";"A";"67.44";"A"
"2013-03";"91.97";"A";"92.0";"A";"78.33";"A";"78.33";"A";"78.41";"A";"78.33";"A";"78.34";"A";"78.37";"A";"78.49";"A";"78.45";"A";"78.45";"A";"78.29";"A";"78.31";"A";"78.33";"A"
"2013-02";"86.08";"A";"86.1";"A";"73.26";"A";"73.26";"A";"73.29";"A";"73.25";"A";"73.25";"A";"73.26";"A";"73.3";"A";"73.3";"A";"73.29";"A";"73.23";"A";"73.24";"A";"73.25";"A"
"2013-01";"80.76";"A";"80.78";"A";"68.59";"A";"68.59";"A";"68.57";"A";"68.57";"A";"68.57";"A";"68.55";"A";"68.54";"A";"68.55";"A";"68.55";"A";"68.58";"A";"68.58";"A";"68.58";"A"
"2012-12";"89.34";"A";"89.37";"A";"76.53";"A";"76.53";"A";"76.67";"A";"76.54";"A";"76.56";"A";"76.63";"A";"76.84";"A";"76.77";"A";"76.75";"A";"76.47";"A";"76.51";"A";"76.53";"A"
"2012-11";"87.22";"A";"87.24";"A";"74.11";"A";"74.11";"A";"74.03";"A";"74.09";"A";"74.07";"A";"74.02";"A";"73.91";"A";"73.95";"A";"73.96";"A";"74.11";"A";"74.1";"A";"74.09";"A"
"2012-10";"85.86";"A";"85.89";"A";"73.11";"A";"73.11";"A";"73.06";"A";"73.09";"A";"73.08";"A";"73.05";"A";"72.97";"A";"73.0";"A";"73.0";"A";"73.1";"A";"73.1";"A";"73.1";"A"
"2012-09";"83.55";"A";"83.58";"A";"71.7";"A";"71.7";"A";"71.82";"A";"71.71";"A";"71.72";"A";"71.78";"A";"71.96";"A";"71.9";"A";"71.89";"A";"71.65";"A";"71.68";"A";"71.69";"A"
"2012-08";"84.17";"A";"84.2";"A";"72.04";"A";"72.04";"A";"72.07";"A";"72.04";"A";"72.04";"A";"72.05";"A";"72.07";"A";"72.05";"A";"72.05";"A";"72.02";"A";"72.03";"A";"72.02";"A"
"2012-07";"87.56";"A";"87.58";"A";"74.83";"A";"74.83";"A";"74.81";"A";"74.81";"A";"74.81";"A";"74.79";"A";"74.76";"A";"74.77";"A";"74.77";"A";"74.81";"A";"74.81";"A";"74.81";"A"
"2012-06";"90.95";"A";"90.98";"A";"77.7";"A";"77.71";"A";"77.69";"A";"77.69";"A";"77.68";"A";"77.67";"A";"77.65";"A";"77.66";"A";"77.66";"A";"77.69";"A";"77.69";"A";"77.69";"A"
"2012-05";"81.34";"A";"81.36";"A";"69.43";"A";"69.43";"A";"69.47";"A";"69.42";"A";"69.43";"A";"69.44";"A";"69.5";"A";"69.49";"A";"69.48";"A";"69.4";"A";"69.41";"A";"69.42";"A"
"2012-04";"81.48";"A";"81.51";"A";"69.47";"A";"69.47";"A";"69.39";"A";"69.43";"A";"69.42";"A";"69.35";"A";"69.33";"A";"69.34";"A";"69.34";"A";"69.47";"A";"69.47";"A";"69.46";"A"
"2012-03";"93.09";"A";"93.12";"A";"79.65";"A";"79.65";"A";"79.66";"A";"79.64";"A";"79.63";"A";"79.63";"A";"79.65";"A";"79.65";"A";"79.65";"A";"79.62";"A";"79.63";"A";"79.64";"A"
"2012-02";"91.86";"A";"91.89";"A";"78.56";"A";"78.56";"A";"78.56";"A";"78.55";"A";"78.54";"A";"78.54";"A";"78.54";"A";"78.55";"A";"78.54";"A";"78.54";"A";"78.55";"A";"78.55";"A"
"2012-01";"84.08";"A";"84.11";"A";"71.77";"A";"71.77";"A";"71.74";"A";"71.76";"A";"71.75";"A";"71.72";"A";"71.68";"A";"71.7";"A";"71.7";"A";"71.76";"A";"71.76";"A";"71.76";"A"
"2011-12";"82.51";"A";"82.53";"A";"70.49";"A";"70.49";"A";"70.49";"A";"70.47";"A";"70.47";"A";"70.47";"A";"70.48";"A";"70.48";"A";"70.48";"A";"70.47";"A";"70.47";"A";"70.48";"A"
"2011-11";"87.7";"A";"87.73";"A";"74.92";"A";"74.93";"A";"74.93";"A";"74.91";"A";"74.91";"A";"74.9";"A";"74.92";"A";"74.92";"A";"74.91";"A";"74.9";"A";"74.91";"A";"74.91";"A"
"2011-10";"81.32";"A";"81.35";"A";"69.47";"A";"69.48";"A";"69.48";"A";"69.46";"A";"69.46";"A";"69.46";"A";"69.47";"A";"69.47";"A";"69.47";"A";"69.45";"A";"69.46";"A";"69.46";"A"
"2011-09";"91.35";"A";"91.38";"A";"78.04";"A";"78.04";"A";"78.04";"A";"78.03";"A";"78.03";"A";"78.02";"A";"78.04";"A";"78.03";"A";"78.03";"A";"78.02";"A";"78.03";"A";"78.03";"A"
"2011-08";"87.47";"A";"87.5";"A";"74.72";"A";"74.73";"A";"74.73";"A";"74.71";"A";"74.71";"A";"74.7";"A";"74.72";"A";"74.72";"A";"74.71";"A";"74.7";"A";"74.71";"A";"74.71";"A"
"2011-07";"84.13";"A";"84.15";"A";"71.87";"A";"71.87";"A";"71.87";"A";"71.86";"A";"71.85";"A";"71.85";"A";"71.87";"A";"71.86";"A";"71.86";"A";"71.85";"A";"71.86";"A";"71.86";"A"
"2011-06";"82.05";"A";"82.07";"A";"70.09";"A";"70.09";"A";"70.1";"A";"70.08";"A";"70.08";"A";"70.07";"A";"70.09";"A";"70.09";"A";"70.08";"A";"70.07";"A";"70.08";"A";"70.08";"A"
"2011-05";"102.59";"A";"102.62";"A";"87.64";"A";"87.64";"A";"87.64";"A";"87.63";"A";"87.62";"A";"87.62";"A";"87.64";"A";"87.63";"A";"87.63";"A";"87.61";"A";"87.62";"A";"87.63";"A"
"2011-04";"93.72";"A";"93.75";"A";"80.06";"A";"80.06";"A";"80.07";"A";"80.05";"A";"80.05";"A";"80.04";"A";"80.06";"A";"80.06";"A";"80.05";"A";"80.04";"A";"80.05";"A";"80.05";"A"
"2011-03";"88.2";"A";"88.23";"A";"75.35";"A";"75.35";"A";"75.35";"A";"75.34";"A";"75.33";"A";"75.33";"A";"75.35";"A";"75.34";"A";"75.34";"A";"75.33";"A";"75.34";"A";"75.34";"A"
"2011-02";"87.78";"A";"87.81";"A";"74.99";"A";"74.99";"A";"75.0";"A";"74.98";"A";"74.98";"A";"74.97";"A";"74.99";"A";"74.99";"A";"74.98";"A";"74.97";"A";"74.98";"A";"74.98";"A"
